id,type,description,book
三国演义_地点_东城_0,地点,"实体名：东城
实体描述：
- 鲁肃还葬祖母之处。",三国演义
三国演义_地点_东山_0,地点,"实体名：东山
实体描述：
- 武昌东山，有凤凰来仪的祥瑞。",三国演义
三国演义_地点_东岭关_0,地点,"实体名：东岭关
实体描述：
- 关隘，孔秀把守，关公过此关斩孔秀。",三国演义
三国演义_地点_东市_0,地点,"实体名：东市
实体描述：
- 魏国处决犯人的场所，王经全家押赴东市受刑。",三国演义
三国演义_地点_东府_0,地点,"实体名：东府
实体描述：
- 孙权为刘备和孙夫人修建的府第，广栽花木，盛设器用，增女乐，刘备曾居于此。",三国演义
三国演义_地点_东海朐县_0,地点,"实体名：东海朐县
实体描述：
- 糜竺的家乡。",三国演义
三国演义_地点_东涧_0,地点,"实体名：东涧
实体描述：
- 杨奉、董承与李傕、郭汜大战的地方。",三国演义
三国演义_地点_东莱_0,地点,"实体名：东莱
实体描述：
- 刘繇、太史慈的籍贯郡名。",三国演义
三国演义_地点_东郡_0,地点,"实体名：东郡
实体描述：
- 陈宫的老家，其老母妻子所在。
- 陈宫弃曹操后自投之处。
- 郡名，曹操为东郡太守。
- 曹操曾被表行东郡，领兖州刺史。",三国演义
三国演义_地点_东门_0,地点,"实体名：东门
实体描述：
- 冀州城东门，许褚走马入东门；也指襄阳东门，蔡瑁派蔡和守把。",三国演义
三国演义_地点_东阿_0,地点,"实体名：东阿
实体描述：
- 县名，曹操留军守此。
- 兖州三处未被吕布攻破的城池之一。",三国演义
三国演义_地点_丞相府_0,地点,"实体名：丞相府
实体描述：
- 董卓在洛阳的府邸，李儒接告急文书后禀报董卓之处。",三国演义
三国演义_地点_两川峡口_0,地点,"实体名：两川峡口
实体描述：
- 地名，孙权可起兵攻此处。",三国演义
三国演义_地点_中军帐_0,地点,"实体名：中军帐
实体描述：
- 曹操帐房，典韦宿卫于外，曹操与邹氏共宿其中。张绣设计时，典韦醉卧于此。",三国演义
三国演义_地点_中军帐_1,地点,"实体名：中军帐
实体描述：
- 周瑜帐中议事之处，诸葛亮曾入内窥看。",三国演义
三国演义_地点_中原_0,地点,"实体名：中原
实体描述：
- 华佗前往之处，相对于江东。
- 指中原地区，曹操新招之兵所在区域。诸葛亮称北方之人不习水战，并以吴越之众与中国抗衡。
- 曹操势力范围，诸葛亮认为中原急未可图。
- 地区名，魏国所在。
- 地区，曹丕坐镇中原。
- 指魏国所辖中原地区，公孙渊惧中原。
- 姜维言钟会可席卷中原。",三国演义
三国演义_地点_中山_0,地点,"实体名：中山
实体描述：
- 国名，张世平、苏双为中山大商。
- 袁尚弃印绶辎重后望中山而逃。
- 袁尚败走之处。",三国演义
三国演义_地点_中斜谷道_0,地点,"实体名：中斜谷道
实体描述：
- 五百里石穴，非用武之地。",三国演义
三国演义_地点_中牟县_0,地点,"实体名：中牟县
实体描述：
- 曹操逃出洛阳后被守关军士擒获并见县令陈宫之地。",三国演义
三国演义_地点_中门_0,地点,"实体名：中门
实体描述：
- 黄盖与鲁肃引孔明入中门，正遇诸葛瑾。",三国演义
三国演义_地点_临江亭_0,地点,"实体名：临江亭
实体描述：
- 陆口寨外江边亭子，鲁肃设宴请关羽之处。",三国演义
三国演义_地点_临沮_0,地点,"实体名：临沮
实体描述：
- 麦城以北的山僻小路，潘璋伏兵于此，关羽夜走临沮被擒。",三国演义
三国演义_地点_临洮_0,地点,"实体名：临洮
实体描述：
- 县名，属陇西郡，马超逃往之处。
- 杨阜妻死于此地，杨阜借归葬请假。",三国演义
三国演义_地点_临淄_0,地点,"实体名：临淄
实体描述：
- 曹植封地，临淄侯所在，许褚擒曹植于此，麒麟出现。",三国演义
三国演义_地点_临淮东川_0,地点,"实体名：临淮东川
实体描述：
- 鲁肃的籍贯，临淮郡东川县。",三国演义
三国演义_地点_丹墀_0,地点,"实体名：丹墀
实体描述：
- 宫殿前的台阶，后主聚文武于丹墀。",三国演义
三国演义_地点_丹徒之西山_0,地点,"实体名：丹徒之西山
实体描述：
- 孙策会猎之处，在此遭遇许贡家客刺杀。",三国演义
三国演义_地点_丹阳_0,地点,"实体名：丹阳
实体描述：
- 吴景为太守，周尚为太守。
- 孙翊为丹阳太守，妫览、戴员在此谋杀孙翊，后孙权领军至丹阳。",三国演义
三国演义_地点_乌巢_0,地点,"实体名：乌巢
实体描述：
- 袁绍屯粮之所，派淳于琼等率二万人马守卫。曹操亲率五千人马夜袭乌巢，放火烧尽粮草辎重，成为官渡之战转折点。
- 袁绍屯粮之处，被曹操断粮，周瑜引以为例。",三国演义
三国演义_地点_乌戈国_0,地点,"实体名：乌戈国
实体描述：
- 南蛮东南的一个国家，国主兀突骨，拥有藤甲军，助孟获对抗蜀军。",三国演义
三国演义_地点_乌林_0,地点,"实体名：乌林
实体描述：
- 曹操屯粮之所，甘宁直取乌林地面。
- 赤壁附近地面，曹操败后奔乌林，遇赵云埋伏。",三国演义
三国演义_地点_乌程_0,地点,"实体名：乌程
实体描述：
- 严白虎遣部将守住，太史慈攻取。",三国演义
三国演义_地点_乐乡_0,地点,"实体名：乐乡
实体描述：
- 周旨夜袭之地。",三国演义
三国演义_地点_乐嘉城_0,地点,"实体名：乐嘉城
实体描述：
- 文鸯与邓艾交战之地。",三国演义
三国演义_地点_乐城_0,地点,"实体名：乐城
实体描述：
- 蜀城，王含守卫，后降魏，被李辅围困。",三国演义
三国演义_地点_九江_0,地点,"实体名：九江
实体描述：
- 郡名，边让为九江太守。
- 蒋钦、周泰的籍贯郡名。
- 蒋干籍贯，属扬州。",三国演义
三国演义_地点_九龙池_0,地点,"实体名：九龙池
实体描述：
- 魏主曹睿所建池沼之一。",三国演义
三国演义_地点_书院_0,地点,"实体名：书院
实体描述：
- 杨修邀张松分宾主而坐之处。",三国演义
三国演义_地点_云龙门_0,地点,"实体名：云龙门
实体描述：
- 曹髦率军前往的方向，贾充引禁兵杀来之处。",三国演义
三国演义_地点_五丈原_0,地点,"实体名：五丈原
实体描述：
- 诸葛亮最后屯兵之处，与司马懿对峙，在此禳星、病逝。",三国演义
三国演义_地点_五凤楼_0,地点,"实体名：五凤楼
实体描述：
- 许都宫城楼阁，耿纪等欲请天子登此。",三国演义
三国演义_地点_五凤楼_1,地点,"实体名：五凤楼
实体描述：
- 孙休诛杀孙綝兄弟后升此楼。",三国演义
三国演义_地点_五原山岸_0,地点,"实体名：五原山岸
实体描述：
- 光和元年秋七月，山岸尽皆崩裂。",三国演义
三国演义_地点_五湖_0,地点,"实体名：五湖
实体描述：
- 范蠡泛舟隐居之处。",三国演义
三国演义_地点_五溪_0,地点,"实体名：五溪
实体描述：
- 刘备发使往五溪借番兵五万。",三国演义
三国演义_地点_五溪洞_0,地点,"实体名：五溪洞
实体描述：
- 地名，通金环三结等寨之后。",三国演义
三国演义_地点_五界山_0,地点,"实体名：五界山
实体描述：
- 山名，两军会于中路五界山前列阵。",三国演义
三国演义_地点_交州_0,地点,"实体名：交州
实体描述：
- 孙綝被擒后乞求徙往交州归田里。",三国演义
三国演义_地点_京兆_0,地点,"实体名：京兆
实体描述：
- 司马防任京兆尹。
- 郡名，娄子伯为京兆人。
- 曹操班师后安心之处。
- 地名，曹真由京兆径出阳平关。",三国演义
三国演义_地点_京师_0,地点,"实体名：京师
实体描述：
- 朝廷所在，张角首级送往京师，朱儁班师回京。",三国演义
三国演义_地点_仓亭_0,地点,"实体名：仓亭
实体描述：
- 袁绍与曹操会战之地，曹操设十面埋伏大破袁绍。",三国演义
三国演义_地点_代州_0,地点,"实体名：代州
实体描述：
- 刘备、关羽、张飞投刘恢之处，刘恢留匿在家。",三国演义
三国演义_地点_代郡_0,地点,"实体名：代郡
实体描述：
- 郡名，代郡乌桓反，曹彰引兵讨之。",三国演义
三国演义_地点_伏完宅_0,地点,"实体名：伏完宅
实体描述：
- 伏完住宅，穆顺送密书至此。",三国演义
三国演义_地点_伏波将军庙_0,地点,"实体名：伏波将军庙
实体描述：
- 山冈上的古庙，石屋中塑汉伏波将军马援端坐，旁有石碑，土人立庙祀之。",三国演义
三国演义_地点_会稽_0,地点,"实体名：会稽
实体描述：
- 王朗为太守，孙策攻取，钱粮屯于查渎。",三国演义
三国演义_地点_余姚_0,地点,"实体名：余姚
实体描述：
- 虞翻、董袭的籍贯县名，属会稽。",三国演义
三国演义_地点_余杭_0,地点,"实体名：余杭
实体描述：
- 严白虎奔余杭，凌操杀败。",三国演义
三国演义_地点_侯河_0,地点,"实体名：侯河
实体描述：
- 洮阳咽喉小城，邓艾伏兵于此，夜袭蜀寨。",三国演义
三国演义_地点_信都_0,地点,"实体名：信都
实体描述：
- 县名，王基曾令信都令妻患头风。",三国演义
三国演义_地点_偃城_0,地点,"实体名：偃城
实体描述：
- 关平屯兵之地，被徐晃袭取。",三国演义
三国演义_地点_兖州_0,地点,"实体名：兖州
实体描述：
- 州名，曹操在此招贤纳士，威镇山东。
- 吕布袭破兖州，除鄄城、东阿、范县外俱破，曹操回军收复。
- 曹操根基，曾被吕布袭取，后曹操复得兖州。
- 吕布曾袭取的地方，后为曹操所得。
- 州郡。吕布攻兖州诸郡，曹操军行至济北。
- 刘岱原为兖州刺史，后降曹操。曹操取兖州，岱降。
- 曹操起兵之地，有青州军二十万。
- 魏州郡，钟会调遣此处人马。",三国演义
三国演义_地点_八番九十三甸_0,地点,"实体名：八番九十三甸
实体描述：
- 蛮方部落区域，孟获差心腹人去此处借兵。",三国演义
三国演义_地点_八纳洞_0,地点,"实体名：八纳洞
实体描述：
- 木鹿大王的洞府，位于西南。",三国演义
三国演义_地点_公安_0,地点,"实体名：公安
实体描述：
- 原为油江口，刘备改名为公安，作为治所，钱粮广盛。
- 周瑜军至公安附近，黄忠从此杀出。
- 赵云镇守之处。
- 南郡属县，刘璋被送往公安住歇。
- 傅士仁被罚守之地。
- 傅士仁所守之城，后投降东吴。",三国演义
三国演义_地点_六郡_0,地点,"实体名：六郡
实体描述：
- 江东所属六郡，地连六郡。",三国演义
三国演义_地点_关东_0,地点,"实体名：关东
实体描述：
- 吕布飘零的区域。",三国演义
三国演义_地点_关中_0,地点,"实体名：关中
实体描述：
- 荀彧谏言中提及的高祖所保之地。
- 张济引兵攻南阳，本自关中。
- 地区名，关中边远。
- 赵云建议刘备早图关中，屯兵渭河上流。",三国演义
三国演义_地点_关定庄_0,地点,"实体名：关定庄
实体描述：
- 关定居住的庄院，关公投宿于此，刘备亦至此处，关平拜关公为父。",三国演义
三国演义_地点_冀城_0,地点,"实体名：冀城
别名：冀县
实体描述：
- 县城，韦康屯兵之处以防马超。
- 陇西州郡之城，韦康所守。马超攻打不下，后韦康投降，马超斩韦康全家。又称翼城。
- 马超失守之地，李恢提及冀城之失。
- 冀城，又称冀县，姜维之母所居之地，姜维引兵来救，后被魏延袭取，诸葛亮封尹赏为冀城令。
- 姜维老家，孔明遣心腹人搬取姜维老母送入汉中。",三国演义
三国演义_地点_冀州_0,地点,"实体名：冀州
实体描述：
- 皇甫嵩加为车骑将军，领冀州牧。
- 袁绍逃奔之处。
- 钱粮广盛之地，韩馥所治，后被袁绍夺取。
- 袁绍的根据地。
- 袁绍虎踞之地。
- 袁绍的根据地，虎踞诸郡之一。陈琳避难冀州，袁绍用为记室。
- 袁绍占据的州，刘备投奔后同居冀州。
- 州名，袁绍所在，孙乾入冀州见刘备，简雍亦在此间。
- 袁绍的根据地，审配在信中提及许攸在冀州时滥受财物，曹操获胜后下令攻冀州。
- 袁绍的根据地，袁绍回冀州养病，田丰被囚于冀州狱中。
- 袁绍、袁尚的治所，曹操最终攻破的城市。亦指冀州这一行政区域。
- 州名，曹操自冀州回许都。",三国演义
三国演义_地点_冀州城_0,地点,"实体名：冀州城
实体描述：
- 曹操攻下的城池，袁绍根据地。曹操入城后领冀州牧。",三国演义
三国演义_地点_冀州狱中_0,地点,"实体名：冀州狱中
实体描述：
- 田丰被囚之处，袁绍命使者前往杀田丰。",三国演义
三国演义_地点_内宅_0,地点,"实体名：内宅
实体描述：
- 孙权退入内宅，寝食不安，犹豫不决。",三国演义
三国演义_地点_内苑_0,地点,"实体名：内苑
实体描述：
- 孙綝引兵围困此处，吴主孙亮在内。",三国演义
三国演义_地点_冯翊_0,地点,"实体名：冯翊
实体描述：
- 郡名，与河东相邻。",三国演义
三国演义_地点_决石_0,地点,"实体名：决石
实体描述：
- 两山之间，芦苇败草，树木丛杂，关羽在此落马被擒。",三国演义
三国演义_地点_凉_0,地点,"实体名：凉
实体描述：
- 州名，邓艾与陈泰屯兵之处。",三国演义
三国演义_地点_凉州_0,地点,"实体名：凉州
别名：西凉，西凉州
实体描述：
- 州名，西凉兵来自此处。；地区，马腾为西凉太守。；州名，李傕等扬言王允欲洗荡此方之人。
- 皇甫郦返回的地方，李傕军大半是西凉人。
- 马腾势力范围。
- 马腾屯军之地，未可轻取。
- 韩遂、马腾的根据地，谣言中谋反。
- 马腾割据之地，地处西北。马腾在此招募民兵破羌，与韩遂为弟兄。
- 马超驻兵之地，又称西凉。马超在此起兵。
- 州名，杨阜为凉州参军。
- 地区名，曹操倚夏侯渊为西凉藩蔽。
- 魏国州郡，司马懿提督雍、凉等处兵马，魏延领凉州刺史。；地区名，司马懿上表乞守西凉等处。
- 姜维出生地，诗赞“凉州产异才”。",三国演义
三国演义_地点_凤仪亭_0,地点,"实体名：凤仪亭
实体描述：
- 董卓后园中的亭子，吕布与貂蝉在此相会被董卓撞见。
- 董卓后园中的亭子，吕布与貂蝉相会之处。",三国演义
三国演义_地点_凤凰楼_0,地点,"实体名：凤凰楼
实体描述：
- 魏主曹睿所立楼阁之一。",三国演义
三国演义_地点_凤鸣山_0,地点,"实体名：凤鸣山
实体描述：
- 韩德与蜀兵相遇之处，赵云在此力斩韩德四子及韩德本人。",三国演义
三国演义_地点_列柳城_0,地点,"实体名：列柳城
实体描述：
- 街亭东北的山僻小城，高翔屯兵于此，后郭淮攻取，司马懿令申耽、申仪守之。
- 王平投魏文长求救途中经过的城池。",三国演义
三国演义_地点_刘郎浦_0,地点,"实体名：刘郎浦
实体描述：
- 刘备一行沿江寻渡之处，诸葛亮在此等候接应，地名因刘备得名。",三国演义
三国演义_地点_剑阁_0,地点,"实体名：剑阁
实体描述：
- 益州雄关，地连剑阁之雄。
- 蜀军归路，孔明令张冀引军修理剑阁。
- 魏兵径奔剑阁，来取汉中。
- 险要关口，蜀军过剑阁，后郭淮欲袭此处截归路，木门道附近。
- 险峻要地，孔明分屯军马，高翔驾木牛流马自剑阁运粮至祁山。
- 姜维退入之处。
- 蜀险要关口，姜维退守此处。
- 蜀汉险关，姜维、董厥等据守此处，钟会攻之不克。
- 提及钟会显鹰扬之处。
- 险要之地，被提及与江淮对比。",三国演义
三国演义_地点_功臣阁_0,地点,"实体名：功臣阁
实体描述：
- 太庙内的楼阁。献帝引董承观画像，指汉高祖、张良、萧何像。",三国演义
三国演义_地点_北原_0,地点,"实体名：北原
实体描述：
- 渭水北岸高地，郭淮据此下寨，孔明虚攻北原。",三国演义
三国演义_地点_北原寨_0,地点,"实体名：北原寨
实体描述：
- 郭淮、孙礼在北原所立营寨。",三国演义
三国演义_地点_北园_0,地点,"实体名：北园
实体描述：
- 魏主与郭夫人赏花饮酒之处，即御花园，后毛后提及此事触怒魏主。",三国演义
三国演义_地点_北固山_0,地点,"实体名：北固山
实体描述：
- 山，在南徐，太史慈葬于此。",三国演义
三国演义_地点_北宫_0,地点,"实体名：北宫
实体描述：
- 太后及少帝等被劫持后从后道走往之处。",三国演义
三国演义_地点_北寨_0,地点,"实体名：北寨
实体描述：
- 张燕守备之寨。",三国演义
三国演义_地点_北山_0,地点,"实体名：北山
实体描述：
- 汉水北山脚下，曹操粮草屯积处，黄忠劫粮在此被围。",三国演义
三国演义_地点_北岸_0,地点,"实体名：北岸
实体描述：
- 浔阳江之北岸，吴兵在此停泊。",三国演义
三国演义_地点_北掖门_0,地点,"实体名：北掖门
实体描述：
- 宫殿北门，董卓入朝时在此被伏兵袭击。",三国演义
三国演义_地点_北方_0,地点,"实体名：北方
实体描述：
- 曹操军队来自北方，不习水战。",三国演义
三国演义_地点_北海_0,地点,"实体名：北海
实体描述：
- 孔融曾居北海，诗赞孔融居北海。",三国演义
三国演义_地点_北海郡_0,地点,"实体名：北海郡
实体描述：
- 孔融任北海太守，糜竺往求救，后被管亥围困，刘备救援。",三国演义
三国演义_地点_北溪_0,地点,"实体名：北溪
实体描述：
- 老妇失牛之处，七人宰牛烹食。",三国演义
三国演义_地点_北邙山_0,地点,"实体名：北邙山
实体描述：
- 少帝与陈留王逃亡避难之处，有崔毅庄。",三国演义
三国演义_地点_北门_0,地点,"实体名：北门
实体描述：
- 小沛北门，刘备当夜三更从此出逃。",三国演义
三国演义_地点_北门_1,地点,"实体名：北门
实体描述：
- 襄阳北门，蔡瑁派蔡勋守把；也指冀州北门，袁谭首级挂于此。",三国演义
三国演义_地点_北门_2,地点,"实体名：北门
实体描述：
- 成都北门，后主率太子诸王出降。",三国演义
三国演义_地点_北门外十里_0,地点,"实体名：北门外十里
实体描述：
- 成都北门外十里处，后主引百官送孔明出师之地。",三国演义
三国演义_地点_十里长亭_0,地点,"实体名：十里长亭
别名：长亭
实体描述：
- 十里长亭。董承在此送别刘备出征。
- 刘备设宴为张松送行之处。",三国演义
三国演义_地点_华容道_0,地点,"实体名：华容道
别名：华容
实体描述：
- 关羽埋伏的小路，曹操败走必经之地。
- 通往南郡的小路，地窄路险坑坎难行。关羽在此埋伏，放走曹操。
- 曹操逢关羽之地。",三国演义
三国演义_地点_华、费间_0,地点,"实体名：华、费间
实体描述：
- 华县与费县之间，曹嵩一行在此遇雨投古寺。",三国演义
三国演义_地点_华阴县_0,地点,"实体名：华阴县
实体描述：
- 车驾到达的地方，杨奉保驾驻跸。",三国演义
三国演义_地点_南中七郡_0,地点,"实体名：南中七郡
实体描述：
- 蜀汉南方七郡，地险峻，有人议弃成都奔此。",三国演义
三国演义_地点_南安郡_0,地点,"实体名：南安郡
别名：南安
实体描述：
- 郡城，夏侯楙败走至此，被关兴、张苞、赵云围攻，后诸葛亮用计攻取。
- 南安郡，诸葛亮曾取夏侯楙于此，后放之离去。
- 魏国三郡之一，同天水、安定，被曹真、郭淮复夺。
- 陇上郡县，钱粮最广，为姜维欲取之地。
- 郡名，姜维欲袭南安，邓艾先占武城山以救南安。",三国演义
三国演义_地点_南屏山_0,地点,"实体名：南屏山
实体描述：
- 位于南岸，孔明在此筑七星坛借东风。",三国演义
三国演义_地点_南山_0,地点,"实体名：南山
实体描述：
- 丁斐所在之处，见马超追操，驱牛马诱敌。",三国演义
三国演义_地点_南山_1,地点,"实体名：南山
实体描述：
- 赵颜求寿之处，有大松树和盘石。",三国演义
三国演义_地点_南山冈_0,地点,"实体名：南山冈
实体描述：
- 关公见人烟聚集、有白旗之处。",三国演义
三国演义_地点_南岸边_0,地点,"实体名：南岸边
实体描述：
- 诸葛亮约定赵云驾小舟等候之处。",三国演义
三国演义_地点_南徐_0,地点,"实体名：南徐
别名：南徐州
实体描述：
- 又称润州，孙权收兵回南徐润州，厚葬太史慈于北固山下。
- 又称南徐，东吴治所，孙权、吴国太居住之地，刘备到此成亲，后与孙夫人逃离此地。
- 孙权所在地，蒋钦等归报之处。
- 地名，即南徐州，徐盛总镇都督建业、南徐军马，沿江直至石头城。
- 吴国孙异守御的隘口。",三国演义
三国演义_地点_南漳_0,地点,"实体名：南漳
实体描述：
- 地名，刘备跃马过檀溪后策马往南漳而行，遇牧童。",三国演义
三国演义_地点_南皮_0,地点,"实体名：南皮
实体描述：
- 袁谭退保之地，曹操追至南皮，攻破后杀袁谭。",三国演义
三国演义_地点_南谷_0,地点,"实体名：南谷
实体描述：
- 魏延烧断栈道后屯兵之处，把住隘口。",三国演义
三国演义_地点_南郊_0,地点,"实体名：南郊
实体描述：
- 张钧建议斩十常侍悬首南郊。",三国演义
三国演义_地点_南郑_0,地点,"实体名：南郑
实体描述：
- 张鲁治所，杨任引军离此下寨，曹操进兵至此。
- 曹洪引军退回之处。
- 曹洪驻地，张郃步行入南郑见曹洪，为汉中郡治。
- 县城，曹操屯大军于此，后被魏延、张飞夺得。
- 曹操称之为天狱，指汉中之地。
- 汉中郡治所，姜维在此城上见魏延、马岱而来，后杨仪等扶柩至此。",三国演义
三国演义_地点_南郑关_0,地点,"实体名：南郑关
实体描述：
- 蜀关，许仪攻打，卢逊守关。",三国演义
三国演义_地点_南郡_0,地点,"实体名：南郡
实体描述：
- 曹操不敢往之地，因势迫。
- 荆州重镇，曹仁据守。周瑜攻南郡中箭，后被诸葛亮用计袭取，刘备得以高坐城中。
- 城池，被诸葛亮袭取，周瑜欲夺回。赵云曾到城下，后归刘备。
- 周瑜被表奏为南郡太守。
- 刘备遣人请孔明之处。
- 郡名，刘璋妻子良贱赴南郡公安住歇。
- 糜芳被罚守之地。
- 糜芳所守之地，后投降东吴。
- 曹真督军出击之地，魏兵三路之一。
- 地名，曹真、夏侯尚围困之处，陆逊伏兵于内，诸葛瑾伏兵于外。
- 吴国郡城，王昶引兵攻之。",三国演义
三国演义_地点_南门_0,地点,"实体名：南门
实体描述：
- 襄阳南门，蔡瑁派蔡中守把。",三国演义
三国演义_地点_南门_1,地点,"实体名：南门
实体描述：
- 襄平城南门，公孙渊父子夜开南门突围。",三国演义
三国演义_地点_南阙_0,地点,"实体名：南阙
实体描述：
- 魏国皇宫南面的阙门，曹髦驱车至此，被成济弑杀。",三国演义
三国演义_地点_南阳_0,地点,"实体名：南阳
实体描述：
- 袁术驻扎之处。
- 刘备起兵讨袁术的进军方向。
- 张济所攻之地。
- 张绣据守之城，曹操攻打之地。
- 许攸的籍贯，许攸自称“南阳许攸”。
- 郡名，诸葛亮躬耕之地。
- 诸葛亮自称南阳野人，卧龙冈位于南阳。
- 黄忠、魏延的籍贯。
- 李严的籍贯地。
- 诸葛亮躬耕之地，在《出师表》中提及。
- 郡名，曹睿起南阳诸路军马交司马懿统领。
- 诸葛亮早年耕读之地，司马懿称其为南阳一耕夫。
- 诸葛亮隐居之地，诗中有“鱼到南阳方得水”。",三国演义
三国演义_地点_南顿_0,地点,"实体名：南顿
实体描述：
- 依山傍水，宜于屯兵，王基先占据。",三国演义
三国演义_地点_博望坡_0,地点,"实体名：博望坡
实体描述：
- 博望城外的坡地，两军交战之处，孔明令关平等预备引火之物于此放火。",三国演义
三国演义_地点_博望城_0,地点,"实体名：博望城
别名：博望
实体描述：
- 夏侯惇引兵直抵之处，诸葛亮初用兵于此，火烧博望坡。
- 诸葛亮博望烧屯，使夏侯惇心惊胆裂。",三国演义
三国演义_地点_博陵渡口_0,地点,"实体名：博陵渡口
实体描述：
- 白河上的渡口，水势最慢，张飞在此埋伏。",三国演义
三国演义_地点_卤城_0,地点,"实体名：卤城
实体描述：
- 城池，孔明留张翼、马忠守此，后打晒小麦，司马懿引兵攻打。",三国演义
三国演义_地点_卧牛山_0,地点,"实体名：卧牛山
实体描述：
- 距郭常庄院二十里，裴元绍、周仓先后在此啸聚山林，后被赵云占住，最终烧毁山寨。",三国演义
三国演义_地点_即丘_0,地点,"实体名：即丘
实体描述：
- 琅琊郡属县，管辂父曾为即丘长。",三国演义
三国演义_地点_历城_0,地点,"实体名：历城
实体描述：
- 姜叙所据之城。马超攻破历城，尽洗城中百姓，杀姜叙母。",三国演义
三国演义_地点_历阳_0,地点,"实体名：历阳
实体描述：
- 孙策行至历阳，遇周瑜。",三国演义
三国演义_地点_受禅台_0,地点,"实体名：受禅台
实体描述：
- 王允命人所筑，准备让董卓行禅让之礼。",三国演义
三国演义_地点_受禅坛_0,地点,"实体名：受禅坛
实体描述：
- 华歆令汉帝筑坛于繁阳，曹丕登坛受禅，坛下集百官军兵。",三国演义
三国演义_地点_受禅坛_1,地点,"实体名：受禅坛
实体描述：
- 司马炎仿曹丕故事修筑，接受曹奂禅位之坛。",三国演义
三国演义_地点_古城_0,地点,"实体名：古城
实体描述：
- 一座山城，张飞逐县官占住此城，招军买马，关公送二嫂至此，后成为刘备等人暂居之处。",三国演义
三国演义_地点_司天台_0,地点,"实体名：司天台
实体描述：
- 谯周职掌的观星台，位于成都。",三国演义
三国演义_地点_司马水镜庄_0,地点,"实体名：司马水镜庄
实体描述：
- 司马徽的庄院，刘备曾到此拜访水镜先生，草堂内满架书卷，窗外松竹。",三国演义
三国演义_地点_司马门_0,地点,"实体名：司马门
实体描述：
- 洛阳宫中门，魏主将铸成的铜人（翁仲）列于此处。",三国演义
三国演义_地点_合淝_0,地点,"实体名：合淝
实体描述：
- 刘馥起兵治所，曹操接应之兵路线。
- 曹操令张辽、乐进、李典守备的要地，孙权曾在此观望。
- 城池，孙权攻合淝不下，与曹军交锋。张辽守合淝，太史慈在此中箭。
- 张辽驻守之地，为曹操供给粮草。
- 孙权移兵以拒曹操之处。
- 曹操辖下重要城池，张辽镇守，孙权来攻。
- 曹操救兵的目标，后曹仁、张辽屯守。
- 地名，张辽等据守之处。
- 魏国城池，曹睿亲征东吴时驻军于此。",三国演义
三国演义_地点_吊桥_0,地点,"实体名：吊桥
实体描述：
- 巴郡城前，张飞几番杀到吊桥。",三国演义
三国演义_地点_后园_0,地点,"实体名：后园
实体描述：
- 刘备住处后面的菜园。刘备在此种菜韬晦，曹操邀其至后园小亭煮酒。",三国演义
三国演义_地点_后园_1,地点,"实体名：后园
实体描述：
- 灵帝与十常侍饮宴之处。",三国演义
三国演义_地点_后园_2,地点,"实体名：后园
实体描述：
- 后主与黄皓宴饮之处。",三国演义
三国演义_地点_后堂_0,地点,"实体名：后堂
实体描述：
- 孙权被诸葛亮激怒后拂衣而起退入后堂，后邀孔明入后堂置酒相待。",三国演义
三国演义_地点_后堂_1,地点,"实体名：后堂
实体描述：
- 吕布宴请刘玄德的内堂，吕布在此让妻女出拜。",三国演义
三国演义_地点_后宫_0,地点,"实体名：后宫
实体描述：
- 郭太后所居之处，司马懿入宫奏事。",三国演义
三国演义_地点_后宰门_0,地点,"实体名：后宰门
实体描述：
- 皇宫后门，李傕拥出帝后车驾的地方。",三国演义
三国演义_地点_后苑_0,地点,"实体名：后苑
实体描述：
- 魏王宫后花园，栽植奇花异果。",三国演义
三国演义_地点_吴会_0,地点,"实体名：吴会
实体描述：
- 吴郡与会稽一带，孙策受伤后被救回吴会养病。
- 孙权开宾馆于吴会，延接四方宾客。
- 即吴郡和会稽，孙权命孙静守吴会。",三国演义
三国演义_地点_吴郡_0,地点,"实体名：吴郡
实体描述：
- 吴郡，即吴城，严白虎据守，孙策围攻三日，后取之。
- 许贡任太守之郡，孙策势力范围。
- 地名，张温为吴郡吴人。",三国演义
三国演义_地点_和州_0,地点,"实体名：和州
实体描述：
- 吴军渡江后经和州到皖城。",三国演义
三国演义_地点_咸阳_0,地点,"实体名：咸阳
实体描述：
- 咸阳以西，魏延认为可一举平定。",三国演义
三国演义_地点_哑泉_0,地点,"实体名：哑泉
实体描述：
- 秃龙洞西北路上的毒泉之一，其水颇甜，人饮之则不能言，不过旬日必死。",三国演义
三国演义_地点_商州_0,地点,"实体名：商州
实体描述：
- 曹操引军径奔之处，攻薛兰、李封。注意原文如此。",三国演义
三国演义_地点_嘉兴_0,地点,"实体名：嘉兴
实体描述：
- 严白虎遣部将守住，黄盖攻取。",三国演义
三国演义_地点_嘉德殿_0,地点,"实体名：嘉德殿
实体描述：
- 长乐宫中的殿堂，何进被张让等斩杀之处。",三国演义
三国演义_地点_四冢_0,地点,"实体名：四冢
实体描述：
- 廖化屯兵之处，有关平、廖化所守的营寨。",三国演义
三国演义_地点_四郡_0,地点,"实体名：四郡
实体描述：
- 南方四个郡，南蛮孟获起兵攻四郡，后被魏延杀退；后雍闿孟获又侵掠四郡。",三国演义
