id,name,type,description,alias,book
西游记_地点_三山门_0,三山门,地点,[{'98': '雷音寺的山门，共有三重。唐僧取经后经过三山门一一谢过众圣。'}],[],西游记
西游记_地点_三岛十洲_0,三岛十洲,地点,"[{'26': '东洋大海中的仙境区域，孙悟空欲遍游此处访问仙翁圣老求起死回生之法。'}, {'78': '国丈声称前去采药的仙境。'}]",十洲三岛,西游记
西游记_地点_三星洞_0,三星洞,地点,"[{'1': '灵台方寸山中的洞府，须菩提祖师所在，洞门紧闭，崖头立石牌刻有“灵台方寸山，斜月三星洞”。仙童出迎，内有大觉金仙瑶台等景。；西牛贺洲中的高山，林深幽静，山中有斜月三星洞，须菩提祖师居所。孙悟空登岸偏访后到此。'}, {'2': '菩提祖师的道场，全称三星仙洞，位于西牛贺洲，悟空在此学道。'}, {'17': '孙悟空早年访道之地，山中有老仙长传授其长生之道和大品天仙诀。'}, {'52': '指菩提祖师所在之处，即斜月三星洞。；孙悟空拜师学艺之地，即灵台方寸山。'}, {'67': '行者曾身拜灵台方寸祖，指灵台方寸山斜月三星洞，菩提祖师所在之处。'}]","圣人乡,斜月三星洞,方寸地,灵台山,灵台方寸,灵台方寸山",西游记
西游记_地点_三清观_0,三清观,地点,"[{'44': '车迟国中的道观，道士们在此修醮禳星，供奉三清圣像。文本中孙悟空、八戒、沙僧趁夜进入三清观偷吃供品。'}, {'45': '车迟国中的道观，供奉三清神像，孙大圣等夜间闯入观中，偷吃供品并撒尿冒充圣水戏弄道士。'}]",[],西游记
西游记_地点_上清天弥罗宫_0,上清天弥罗宫,地点,"[{'24': '元始天尊的道场，镇元子受邀到此听讲混元道果。'}, {'25': '镇元仙参加元始天尊法会的地方，散会后返回五庄观。'}]",元始宫,西游记
西游记_地点_东关厢街口_0,东关厢街口,地点,[{'54': '西梁女国东边的街口，那里尽是妇女在做买卖，唐僧师徒到此引来众人围观。'}],[],西游记
西游记_地点_东华门_0,东华门,地点,[{'12': '长安城城门，萧瑀在此遇到卖袈裟的菩萨，后引其入朝。'}],[],西游记
西游记_地点_东华门_1,东华门,地点,[{'62': '祭赛国朝门，唐僧入朝时先到东华门。'}],[],西游记
西游记_地点_东土大唐国_0,东土大唐国,地点,"[{'15': '唐僧的故乡，奉旨派遣唐僧西天取经的国家。'}, {'46': '指唐朝所在地，国王称“东土的和尚”，唐僧来自东土。'}, {'77': '唐僧取经的出发地，如来曾想送经至此。'}, {'100': '指大唐所在地区，唐僧取经的起点。'}]",东土,西游记
西游记_地点_东天门_0,东天门,地点,"[{'25': '天界东门，孙行者在此与增长天王猜枚得瞌睡虫。'}, {'55': '天庭的东门，孙悟空去请昴日星官经过此处。'}, {'90': '东天门的入口，孙大圣从此进入妙岩宫。'}]",[],西游记
西游记_地点_东山凹_0,东山凹,地点,[{'92': '青龙山附近的凹地，斗木獬与奎木狼在此扫荡牛精。'}],[],西游记
西游记_地点_东山坡_0,东山坡,地点,[{'21': '虎先锋被孙悟空赶下的山坡。'}],[],西游记
西游记_地点_东山顶_0,东山顶,地点,[{'65': '孙悟空逃脱后落下的地方，独自嗟叹。'}],[],西游记
西游记_地点_东极妙岩宫_0,东极妙岩宫,地点,[{'90': '太乙救苦天尊的宫殿，又称妙岩宫，位于东天门外。'}],[],西游记
西游记_地点_东洋海底_0,东洋海底,地点,[{'3': '东海的海底区域，孙悟空分开水路经过此处前往龙宫。'}],[],西游记
西游记_地点_东海_0,东海,地点,"[{'2': '四大海之一，花果山附近的海域。孙悟空由此渡海前往南赡部洲，后腾云返回时经过。'}, {'14': '龙王水晶宫所在的海域，孙悟空驾筋斗云可至。'}, {'22': '木叉行者完成任务后返回的地方，原文“木叉径回东洋海”。'}, {'26': '孙悟空前往求方的必经之路，位于半空中快如掣电般越过。'}, {'27': '悟空回花果山路途中经过的大海，听到潮声引发对唐僧的思念。'}, {'28': '花果山附近的海域，大圣跨过此海返回花果山，海面烟波荡荡、巨浪悠悠。'}, {'30': '花果山附近的海洋，猪八戒驾云经过东洋大海到达花果山。'}, {'31': '花果山与西岸之间的海域。孙悟空与八戒驾云经过，孙悟空下海净身。'}, {'41': '孙悟空前往请龙王之处，包括水晶宫等海域。'}, {'49': '鳜婆曾在此处听闻老龙王说起孙悟空的名誉。'}, {'57': '又称东洋大海，花果山所在的海域。本章中沙僧飞越东海前往花果山。'}, {'87': '敖广的龙宫所在海域，行者唤龙时乌云从正东来。'}]","东洋大海,东洋海",西游记
西游记_地点_东胜神洲_0,东胜神洲,地点,"[{'1': '四大部洲之一，花果山、傲来国所在之处，孙悟空的原籍。'}, {'2': '四大部洲之一，花果山所在的大洲。'}, {'3': '四大部洲之一，花果山和傲来国所在之处，东海龙王的表文自称水元下界东胜神洲。'}, {'8': '四大部洲之一，敬天礼地。'}, {'20': '孙悟空祖贯所在的大洲，花果山水帘洞位于此洲海东傲来国。'}, {'40': '孙大圣的家乡所在的大洲。'}, {'58': '四大部洲之一，花果山所在之处。'}, {'67': '行者祖籍所在的大洲，全称东胜神洲，此处写为东胜大神洲。'}, {'86': '孙行者祖居的大洲，花果山所在之处。'}, {'96': '四大部洲之一，文本中寇梁提及。'}]",东胜大神洲,西游记
西游记_地点_东胜神洲傲来国_0,东胜神洲傲来国,地点,[{'19': '孙悟空家乡的洲和国名。文本中猪八戒称孙悟空原住此处。'}],[],西游记
西游记_地点_东阁_0,东阁,地点,[{'100': '太宗设宴酬谢唐僧师徒之处。'}],[],西游记
西游记_地点_东阁_1,东阁,地点,[{'47': '车迟国中的宫殿建筑，国王在此大排筵宴酬谢唐僧师徒。'}],[],西游记
西游记_地点_东阁_2,东阁,地点,[{'54': '西梁女国宫廷中设宴的地方，分为荤素两样筵席，女王与唐僧师徒在此会宴。'}],[],西游记
西游记_地点_东阁_3,东阁,地点,"[{'69': '国王设宴酬谢唐僧师徒之处，有素桌面和荤桌面。'}, {'71': '朱紫国皇宫中的楼阁，国王在此设宴酬谢唐僧师徒。'}]",[],西游记
西游记_地点_两界山_0,两界山,地点,"[{'7': '如来五指所化五座联山，压住悟空。山顶贴六字真言，有土地神祗监押。'}, {'8': '如来指化五行山压住孙悟空，山顶有压帖。'}, {'13': '东半边属大唐所管，西半边是鞑靼地界，刘伯钦送三藏至此而回。山下有人叫喊师父。'}, {'14': '旧名五行山，因大唐王征西定国改名两界山，山下石匣压着孙悟空。'}, {'16': '唐僧收孙悟空的地方，过了两界山收了一个小徒。'}, {'17': '如来佛祖镇压孙悟空的山，孙悟空被压五百余年。'}, {'27': '本回中被提及如来压悟空之处，唐僧在此救出悟空并收为徒弟。'}, {'33': '唐僧揭压帖救出孙悟空的地方，被悟空提及。'}, {'34': '孙行者被师父唐僧救出之处，他曾在此拜了师父四拜。'}, {'39': '孙悟空被唐僧收为大徒弟的地方，位于东土与西域交界处。'}, {'60': '如来佛祖镇压孙悟空的山，后孙悟空解脱天灾保护唐僧取经。'}, {'82': '唐僧收孙悟空的地方。'}, {'88': '孙悟空当年被唐僧解救的地方，又称五行山。'}, {'94': '如来佛祖镇压孙悟空的所在，孙悟空在此被压五百年，饥餐铁弹，渴饮铜汁。'}, {'99': '山名，难簿中记有“两界山头第八难”。'}, {'100': '又称五行山，孙悟空被佛祖压困之处，唐僧在此救出孙悟空。'}]",五行山,西游记
西游记_地点_丹墀_0,丹墀,地点,[{'4': '灵霄宝殿前的红色台阶，仙卿们在此拜奏。'}],[],西游记
西游记_地点_丹墀_1,丹墀,地点,[{'85': '钦法国宫殿前的台阶区域。'}],[],西游记
西游记_地点_丹墀_2,丹墀,地点,[{'94': '宫殿前的台阶，师徒四人到于丹墀下，呈上关文。'}],[],西游记
西游记_地点_乌斯藏_0,乌斯藏,地点,[{'23': '高老庄所在的地区，猪八戒原籍乌斯藏高老儿庄。'}],[],西游记
西游记_地点_乌斯藏国_0,乌斯藏国,地点,[{'18': '国界之地，高老庄所在的国家。'}],[],西游记
西游记_地点_乌斯藏界_0,乌斯藏界,地点,[{'19': '唐僧师徒经过的一个地域边界，过了此界便见浮屠山。'}],[],西游记
西游记_地点_乌林子_0,乌林子,地点,[{'34': '一片黑色树林，倚海龙指认说老奶奶的压龙洞就在乌林子里。'}],[],西游记
西游记_地点_乌浩宫_0,乌浩宫,地点,[{'51': '水德星君所居宫殿，位于北天门内，孙悟空至此请水德星君助阵。'}],[],西游记
西游记_地点_九天应元雷声普化天尊府_0,九天应元雷声普化天尊府,地点,[{'45': '天庭中掌管雷部的府邸，玉帝旨意径至此府，邓天君等奉旨前来助雨。'}],[],西游记
西游记_地点_九曲盘桓洞_0,九曲盘桓洞,地点,"[{'89': '竹节山中的洞府，九灵元圣的修行居所。'}, {'90': '竹节山中的洞府，九灵元圣的巢穴，后被八戒放火烧毁。'}]",[],西游记
西游记_地点_九霄空上_0,九霄空上,地点,[{'9': '高空之处。泾河龙王点札风伯、雷公、云童、电母直到长安城九霄空上，准备行雨。'}],[],西游记
西游记_地点_乱石山碧波潭_0,乱石山碧波潭,地点,"[{'60': '牛魔王赴宴之处，潭底有龙宫般建筑，老龙精设宴款待牛魔王。孙悟空变作螃蟹入内打探。'}, {'61': '牛魔王与蛟精龙精饮酒之处，潭底有龙宫。'}, {'62': '万圣龙王居住之地，位于祭赛国东南百余里，潭底龙宫藏有舍利子佛宝和九叶灵芝草。'}, {'63': '碧波潭所在的山，孙悟空与八戒在此与九头驸马交战。；乱石山下的水潭，万圣龙王的龙宫所在，九头驸马等水族居于此。'}]","乱石山,碧波潭",西游记
西游记_地点_乾方集_0,乾方集,地点,[{'89': '一个集市，刁钻古怪等前往此处买猪羊。'}],[],西游记
西游记_地点_二天门_0,二天门,地点,[{'66': '武当山仙境的天门之一。'}],[],西游记
西游记_地点_二门_0,二门,地点,[{'24': '五庄观的第二道门，上贴有春联‘长生不老神仙府，与天同寿道人家’。'}],[],西游记
西游记_地点_云栈洞_0,云栈洞,地点,"[{'8': '福陵山中的山洞，卵二姐曾住，后归猪悟能。'}, {'18': '猪刚鬣的住处，位于福陵山。'}, {'19': '猪八戒的洞府，位于福陵山。洞口有石碣上书“云栈洞”三字。猪八戒在此洞中取九齿钉钯与孙悟空交战，后放火烧毁。'}, {'100': '福陵山上的洞府，猪八戒曾在此作怪。'}]",[],西游记
西游记_地点_云楼宫_0,云楼宫,地点,"[{'42': '托塔李天王在天宫中的宫殿。'}, {'83': '托塔李天王的住宅，太白金星与孙悟空至此宣旨。'}]",云楼宫殿,西游记
西游记_地点_五凤楼_0,五凤楼,地点,[{'10': '太宗魂魄出离之处，御林军请大驾出朝采猎。'}],[],西游记
西游记_地点_五凤楼_1,五凤楼,地点,[{'37': '乌鸡国中的楼阁，太子有时在此活动，与金銮殿同为宫廷建筑。'}],[],西游记
西游记_地点_五凤楼_2,五凤楼,地点,[{'45': '车迟国宫殿的楼阁，唐僧等在此候旨，国王曾亲上五凤楼观看求雨赌胜。'}],[],西游记
西游记_地点_五凤楼_3,五凤楼,地点,[{'54': '西梁女国朝堂前的楼阁。驿丞至此见驾，猪八戒也曾在此嚷着要喜酒吃。'}],[],西游记
西游记_地点_五凤楼_4,五凤楼,地点,[{'63': '祭赛国中楼阁，用于注写唐僧师徒名号。'}],[],西游记
西游记_地点_五凤楼_5,五凤楼,地点,[{'68': '朱紫国的宫殿建筑之一，唐僧进朝时经过。'}],[],西游记
西游记_地点_五凤楼_6,五凤楼,地点,[{'85': '钦法国朝外的建筑，装唐僧的柜子被抬至此放于丹墀之下。'}],[],西游记
西游记_地点_五台山_0,五台山,地点,"[{'39': '文殊菩萨的道场，菩萨收服狮猁王后返回此处。'}, {'65': '文殊菩萨的道场，唐僧提及。'}, {'77': '文殊菩萨的道场，如来派人去此处宣文殊。'}]",五台,西游记
西游记_地点_五台山秘魔岩_0,五台山秘魔岩,地点,[{'61': '泼法金刚修行之地。'}],[],西游记
西游记_地点_五明宫_0,五明宫,地点,[{'4': '天宫三十三座天宫之一。'}],[],西游记
西游记_地点_五色琉璃塔_0,五色琉璃塔,地点,[{'62': '金光寺内的宝塔，又称黄金宝塔，有十三层，原夜放霞光，被血雨污染后失光，塔顶藏有妖精。'}],[],西游记
西游记_地点_五谷轮回之所_0,五谷轮回之所,地点,[{'44': '即厕所，孙悟空给毛坑起的道号。文本中猪八戒将三清圣像扛至此处置。'}],[],西游记
西游记_地点_人参园_0,人参园,地点,"[{'24': '五庄观内种植人参果树的园子，清风明月在此敲取人参果。'}, {'25': '五庄观内种植人参果树的园子，孙行者在此推倒果树。'}]",[],西游记
西游记_地点_仙庄_0,仙庄,地点,[{'50': '独角兕大王点化的虚幻庄宅，内有三件纳锦背心，诱使唐僧师徒进入。'}],[],西游记
西游记_地点_会同馆_0,会同馆,地点,"[{'68': '朱紫国中的衙门，天下通会通同之所，唐僧师徒在此歇息。'}, {'69': '行者师徒在朱紫国的住所，药品和制药器皿送至此处，夜间在此制药（乌金丹）。'}]",[],西游记
西游记_地点_会同馆_1,会同馆,地点,"[{'93': '天竺国都城内接待使客的驿馆，唐僧师徒在此歇宿，驿丞接待并告知公主抛绣球之事。'}, {'94': '天竺国驿馆，仪制司领三位贤亲去会同馆少坐，驿丞在此接待。'}]",会同馆驿,西游记
西游记_地点_佛殿_0,佛殿,地点,[{'81': '寺中佛殿，悟空点灯敲钟鼓引妖之处。'}],[],西游记
西游记_地点_便殿_0,便殿,地点,"[{'9': '皇宫中的偏殿。唐太宗将魏征召入便殿，先议论安邦之策，再命对弈。'}, {'10': '唐太宗与魏征对弈之处，君臣在此下棋，魏征在此盹睡梦斩泾河龙王。'}]",[],西游记
西游记_地点_元会县_0,元会县,地点,[{'47': '车迟国下属的县，陈家庄位于该县。'}],[],西游记
西游记_地点_光明宫_0,光明宫,地点,[{'55': '昴日星官在天庭的宫殿，位于东天门内。'}],[],西游记
西游记_地点_光禄寺_0,光禄寺,地点,[{'47': '车迟国中的官署，负责安排素净筵宴。'}],[],西游记
西游记_地点_兔穴_0,兔穴,地点,[{'95': '毛颖山中的洞穴，共有三处，妖精用石块挡住窟门藏身。'}],[],西游记
西游记_地点_兜率宫_0,兜率宫,地点,"[{'5': '三十三天之上的离恨天，太上老君居所。内有三层高阁朱陵丹台，老君与燃灯古佛在此讲道，丹房内有炼丹炉和盛金丹的葫芦。'}, {'7': '太上老君的宫殿，悟空被推入八卦炉处，也曾偷仙丹。'}, {'8': '太上老君的宫殿，孙悟空曾私行此处。'}, {'25': '镇元仙从元始宫散会后出离的地方，可能指兜率宫。'}, {'31': '太上老君的居所。奎木狼被贬在此烧火。'}, {'35': '太上老君的居所，文中“缥缈同归兜率院”。'}, {'39': '又称兜率院，太上老君炼丹之所，位于离恨天。孙悟空到此求得九转还魂丹。'}, {'52': '太上老君的仙宫，位于三十三天之外，青牛偷金刚琢下界。'}, {'60': '太上老君的宫殿，土地原为兜率宫守炉道人。八卦炉位于此处。'}, {'71': '又称太清兜率院，太上老君的宫殿。金铃即在此八卦炉中炼成。'}]","兜率,兜率天宫,兜率院,离恨天兜率宫",西游记
西游记_地点_八角琉璃井_0,八角琉璃井,地点,"[{'37': '御花园中的水井，全真将国王推入井内，用石板盖住并移栽芭蕉掩盖。'}, {'38': '御花园中的一口井，乌鸡国王被害后尸首沉于此井底。井中有水晶宫，井龙王居住其间。'}, {'39': '花园中的一口井，乌鸡国国王的尸首被投入其中，浸了三年，被孙悟空捞上。'}]",[],西游记
西游记_地点_六道轮回_0,六道轮回,地点,[{'11': '阴司所在，众生轮回之处。分为仙道、贵道、福道、人道、富道、鬼道。唐太宗曾至此观看。'}],[],西游记
西游记_地点_关外_0,关外,地点,[{'12': '长安城外，太宗与百官送玄奘至此并践行。'}],[],西游记
西游记_地点_兵器馆_0,兵器馆,地点,[{'3': '傲来国武库内存放兵器的场所，有刀枪剑戟等无数器械。；傲来国兵器馆所在，储存各类兵器。'}],武库,西游记
西游记_地点_净乐国_0,净乐国,地点,[{'66': '荡魔天尊的出生之国，其父为净乐国王。'}],[],西游记
西游记_地点_净水池_0,净水池,地点,[{'33': '莲花洞后边的水池，猪八戒被浸在其中，说要浸退毛衣腌着。'}],[],西游记
西游记_地点_凌云渡_0,凌云渡,地点,"[{'70': '孙悟空自述本领时提到的一个渡口，他能够打过。'}, {'98': '灵山前的一道活水，宽阔汹涌，上有独木桥名为凌云渡。无底船在此渡人过河，脱去凡胎。'}, {'99': '灵山脚下的渡口，唐僧在此脱胎成道。难簿中记有“凌云渡脱胎八十难”。'}]",[],西游记
西游记_地点_凌虚殿_0,凌虚殿,地点,[{'4': '天宫七十二重宝殿之一。'}],[],西游记
西游记_地点_凤仙郡_0,凤仙郡,地点,"[{'87': '天竺国外郡，连年干旱，郡侯上官氏治理此地。行者劝善后降雨，并建甘霖普济寺。'}, {'88': '此前唐僧师徒经过的地方，孙悟空曾在那里求雨施恩。'}, {'99': '郡县，难簿中记有“凤仙郡求雨七十二难”。'}, {'100': '西行路上的郡，通关文牒上有其印信。'}]",[],西游记
西游记_地点_函关_0,函关,地点,[{'52': '太上老君化胡之处。'}],[],西游记
西游记_地点_剐龙台_0,剐龙台,地点,"[{'9': '处斩犯天条之龙的地方。袁守诚警告泾河龙王，其违犯天条，恐难免在剐龙台上一刀。'}, {'10': '天兵绑缚泾河龙王之处，魏征梦中在此斩龙。'}]",[],西游记
西游记_地点_剥皮亭_0,剥皮亭,地点,"[{'70': '獬豸洞中的一座八窗明亮的亭子，赛太岁常在亭中端坐。孙悟空在此盗取金铃。'}, {'71': '獬豸洞中的亭子，赛太岁在此点聚群妖、发号施令，并在此与金圣宫娘娘会面。'}]",[],西游记
西游记_地点_剥皮亭_1,剥皮亭,地点,[{'86': '隐雾山折岳连环洞内的亭子，存放吃不了的人头，小妖从中挑选真人头用于哄骗孙行者。'}],[],西游记
西游记_地点_化生寺_0,化生寺,地点,"[{'11': '长安城内的寺院，陈玄奘在此聚集僧众，打造禅榻，准备举办水陆大会。'}, {'12': '长安城内的寺庙，水陆大会举办地，玄奘与一千二百名高僧在此开演诸品妙经。'}]",[],西游记
西游记_地点_化龙池_0,化龙池,地点,[{'100': '灵山后崖的池子，白龙马被推入其中化为真龙。'}],[],西游记
西游记_地点_北俱芦洲_0,北俱芦洲,地点,[{'1': '四大部洲之一，文本中提及但未具体展开。'}],[],西游记
西游记_地点_北天门_0,北天门,地点,"[{'33': '天庭北门，哪吒去此处向真武借皂雕旗。'}, {'51': '天庭的北门，多闻天王在此巡视，孙悟空由此入乌浩宫。'}, {'77': '天庭的北门，孙悟空曾在此与护国天王猜枚。'}]",[],西游记
西游记_地点_北岸_0,北岸,地点,[{'101': '江州北岸，殷丞相兵马在此下营。'}],[],西游记
西游记_地点_北巨芦洲_0,北巨芦洲,地点,[{'8': '性拙情流，无多作践。'}],[],西游记
西游记_地点_北海_0,北海,地点,"[{'2': '四大海之一，腾云示例中提及朝游北海暮苍梧。'}, {'63': '九头虫负伤后逃往的方向。'}]",[],西游记
西游记_地点_十八层地狱_0,十八层地狱,地点,[{'10': '阴山背后的一十八层地狱，包括吊筋狱、幽枉狱、火坑狱、酆都狱、拔舌狱、剥皮狱、磨捱狱、碓捣狱、车崩狱、寒冰狱、脱壳狱、抽肠狱、油锅狱、黑暗狱、刀山狱、血池狱、阿鼻狱、秤杆狱。各狱有不同刑罚。'}],[],西游记
西游记_地点_十字街头_0,十字街头,地点,[{'10': '长安城内，千步廊附近，龙头从云端落下之处。'}],[],西游记
西游记_地点_十里长亭_0,十里长亭,地点,[{'96': '寇员外送别唐僧师徒至此处，设宴饯别。'}],[],西游记
西游记_地点_千步廊_0,千步廊,地点,[{'10': '长安城内地点，十字街头南边，云端里落下龙头之处。'}],[],西游记
西游记_地点_千花洞_0,千花洞,地点,[{'73': '毗蓝婆菩萨的洞府，位于紫云山中，洞外有青松翠柏、奇花异草。'}],[],西游记
西游记_地点_华光行院_0,华光行院,地点,"[{'96': '路旁一座倒塌的牌坊和行院，唐僧师徒在此避雨。原为供奉华光菩萨之处。'}, {'97': '唐僧师徒夜雨存身的破屋，位于城外。又称华光破屋。'}]",[],西游记
西游记_地点_华夷楼_0,华夷楼,地点,[{'95': '天竺国中的楼阁，国王命丹青图下圣僧四众喜容供养在此。'}],[],西游记
西游记_地点_南天门_0,南天门,地点,"[{'1': '天庭之门，玉帝命千里眼、顺风耳开南天门观看下界金光。'}, {'3': '天庭的正门，太白金星领旨从此出天界前往花果山。'}, {'4': '天宫的正门，碧沉沉琉璃造就，明幌幌宝玉妆成。增长天王率天将把守，孙悟空两次由此出入。'}, {'6': '天宫之门，玉帝与众仙至此遥观下界战斗。'}, {'8': '天庭的大门，观音与木吒曾到此见玉帝。'}, {'16': '天庭的门户，孙行者一筋斗跳上南天门借辟火罩。'}, {'17': '天庭的正门，道祖观音同玉帝曾在此观看降妖。'}, {'22': '天庭的正门。卷帘将曾自称“南天门里我为尊”。'}, {'25': '天界南门，孙行者称指一指就能打开。'}, {'31': '天庭的正门。孙悟空打到南天门，众神不敢拦阻。'}, {'33': '天庭正门，玉帝所在。哪吒在此展开皂雕旗遮闭星辰，孙悟空事后跳至此谢哪吒。'}, {'39': '天庭的正门，孙悟空进入天庭的入口。他从此处进入，到三十三天兜率宫求丹，后又从此返回凡间。'}, {'42': '天宫的门户，惠岸进入之处。'}, {'45': '天庭的门户，邓天君领着雷公电母从南天门到空中。'}, {'51': '天庭的正门，广目天王及四大元帅巡视之处，孙悟空多次进出此处。'}, {'52': '天宫入口，孙悟空进出天庭之门。'}, {'58': '天庭的正门，由广目天王等天将把守。'}, {'65': '天庭入口，金头揭谛闯入此处上达灵霄宝殿。'}, {'70': '天庭的门户，文中描述烟熏着南天门外柱。'}, {'74': '天宫之门。当年大大王吞天兵时，吓得众天兵不敢交锋，关了南天门。'}, {'76': '三魔激将行者时提及，说他在南天门外施威。'}, {'83': '天庭的门户，大力天王与护国天王把守，孙悟空由此进入天庭。'}]",[],西游记
西游记_地点_南山_0,南山,地点,[{'27': '本回中悟空去摘桃的地方，正南方向的一座高山，向阳处有熟透的山桃。'}],[],西游记
西游记_地点_南山_1,南山,地点,[{'28': '花果山南边，大圣令群猴将打死的猎户衣服剥来、尸首推入深潭的地方。'}],[],西游记
西游记_地点_南山_2,南山,地点,[{'57': '唐僧师徒所在处的南面山岭。本章中八戒和沙僧先后去南山涧下取水。'}],[],西游记
西游记_地点_南庄_0,南庄,地点,[{'50': '位于金皘山南面的村庄，行者在此化得斋饭。'}],[],西游记
西游记_地点_南海_0,南海,地点,"[{'8': '观音居住的海域，具体有落伽山、潮音洞等。'}, {'14': '观音菩萨的道场所在地，文中称南海菩萨。'}, {'15': '观音菩萨居住的海域，金头揭谛前往此处请菩萨。'}, {'17': '观世音菩萨的道场所在地，汪洋海远，水势连天，有落伽山、观音殿等胜境。'}, {'22': '观音菩萨所在的海洋区域。孙悟空前往南海请菩萨相助。'}, {'34': '观音菩萨的道场，孙行者曾去南海拜观音。'}, {'36': '观音菩萨的道场。文本中提及“倒座观音普度南海之相”，指塑像。'}, {'41': '红孩儿假扮观音所在方向，也是八戒前往请观音菩萨的路线方向。'}, {'42': '观音菩萨居住的海域，孙悟空驾筋斗云前往，菩萨吹气渡悟空过南洋苦海。'}, {'49': '观音菩萨所在的海域，孙悟空从通天河纵祥光径赴南海。'}, {'54': '南海观世音菩萨的道场所在地。'}, {'55': '观音菩萨的居住地，菩萨化作金光径回南海。'}, {'57': '又称南洋大海，观音菩萨道场所在的海域。本章中孙悟空和沙僧都曾飞越南海。'}, {'58': '观音菩萨道场所在的海域，孙悟空与沙僧曾从此处离开。'}, {'59': '观音菩萨的道场所在海域。'}, {'65': '观音菩萨的道场，唐僧提及。'}, {'71': '观音菩萨的道场。菩萨收伏金毛犼后骑犼回南海。'}, {'84': '观音菩萨驾祥云返回的宝山，即观音道场。'}]",[],西游记
西游记_地点_南赡部洲_0,南赡部洲,地点,"[{'1': '四大部洲之一，孙悟空乘筏漂流至此，穿州过府八九余年参访仙道无缘得遇。'}, {'2': '四大部洲之一，孙悟空曾云游此处八九年，学成人像。'}, {'8': '贪淫乐祸，多杀多争。'}, {'66': '孙悟空去拜武当山所经的大洲，也是荡魔天尊镇守之地。'}, {'96': '四大部洲之一，东土大唐所在洲。'}]",[],西游记
西游记_地点_南门头破瓦窑_0,南门头破瓦窑,地点,[{'101': '洪州南门头，张氏因无钱交租后居住的破窑，每日上街乞讨。'}],[],西游记
西游记_地点_卧虎石_0,卧虎石,地点,[{'20': '黄风岭山坡下的一块石头，虎先锋剥下虎皮盖在上面，伪装成自身以施展金蝉脱壳计。'}],[],西游记
西游记_地点_压龙山_0,压龙山,地点,[{'35': '老魔败阵后投奔之处，狐阿七大王所在的山。'}],[],西游记
西游记_地点_压龙山压龙洞_0,压龙山压龙洞,地点,"[{'34': '九尾狐狸（老奶奶）居住的洞府，孙行者变作倚海龙前往此处请老奶奶，并打杀了她。'}, {'35': '老魔投奔压龙山后的洞府。'}]",压龙洞,西游记
西游记_地点_厨房_0,厨房,地点,[{'24': '五庄观内做饭的地方，与道房间壁，八戒在此做饭并听见道童言语。'}],[],西游记
西游记_地点_双叉岭_0,双叉岭,地点,"[{'13': '虎狼巢穴处，三藏与从者跌落坑坎之处，寅将军、熊山君、特处士等妖怪盘踞之地。'}, {'99': '山岭，难簿中记有“双叉岭上第七难”。'}]",[],西游记
西游记_地点_古渡口_0,古渡口,地点,[{'53': '子母河边的渡口，梢婆撑船之处。'}],[],西游记
西游记_地点_号山_0,号山,地点,"[{'40': '一座高山，方圆六百里，又称号山，有山神土地，红孩儿镇守于此。'}, {'42': '红孩儿所在的山，唐僧被摄之处，距离火云洞约四百余里。'}, {'99': '山名，难簿中记有“号山逢怪二十八难”。'}]",钻头号山,西游记
西游记_地点_号山枯松涧火云洞_0,号山枯松涧火云洞,地点,"[{'40': '枯松涧边的一个洞府，红孩儿（圣婴大王）居住的洞穴。'}, {'41': '红孩儿所住的洞府，门前有石碣镌刻八个大字，洞景非凡，有回銮古道、怪石崖等。'}, {'42': '位于号山枯松涧，是红孩儿的洞府，内有群妖。'}, {'53': '红孩儿的住处，又名号山枯松涧火云洞。'}, {'59': '红孩儿曾经的洞府。'}, {'60': '牛圣婴（红孩儿）的洞府，他曾在此捉住唐僧。'}]",火云洞,西游记
西游记_地点_后园_0,后园,地点,[{'81': '寺后园子，妖精吃人后骸骨丢弃之处，也是悟空与妖精斗法之地。'}],[],西游记
西游记_地点_后园_1,后园,地点,[{'85': '老妖洞府中的后园，唐僧和樵子被绑在此处的树上。'}],[],西游记
西游记_地点_后宫_0,后宫,地点,[{'71': '獬豸洞中金圣宫娘娘的寝宫，赛太岁时常来此。'}],[],西游记
西游记_地点_后宰门_0,后宰门,地点,"[{'37': '乌鸡国的后门，孙悟空让太子从此门入宫见母后。'}, {'38': '乌鸡国皇宫的后门，太子从此门入宫见母，后来孙悟空与八戒也从此门潜入御花园。'}]",[],西游记
西游记_地点_后宰门_1,后宰门,地点,[{'77': '狮驼国的后门，有封锁和梆铃，唐僧师徒曾试图从此爬墙逃走。'}],[],西游记
西游记_地点_圆池_0,圆池,地点,[{'24': '五庄观花园内的圆形池塘，与方沼并称。'}],[],西游记
西游记_地点_土地庙_0,土地庙,地点,[{'95': '御花园中的庙宇，妖精在此取出兵器。'}],[],西游记
西游记_地点_地灵县_0,地灵县,地点,"[{'96': '铜台府后面的县，寇员外家所在。'}, {'97': '铜台府下辖的县，寇洪家居于此，有县堂。'}]",[],西游记
西游记_地点_地窖_0,地窖,地点,[{'66': '小雷音寺内关押二十八宿、五龙二将等的处所，位于地下。'}],[],西游记
西游记_地点_均州_0,均州,地点,[{'11': '又称均州城。刘全与李翠莲的家乡。'}],[],西游记
